,embedding_x,embedding_y
525,0.31759438,0.11141727
526,-0.48663843,11.171052
527,-4.159386,-2.0778399
528,9.139027,15.362371
529,1.4112786,-0.37736928
530,-1.9596201,0.10628455
531,-2.8795218,13.595905
532,-4.466422,10.980575
533,11.862449,5.838386
534,-4.867335,3.9125702
535,-6.9805484,-0.8113286
536,1.2447239,-0.48341218
537,8.360854,18.728296
538,-6.1877975,-0.05071445
539,1.422597,-2.1174526
540,-7.505821,9.627684
541,-0.6665064,-1.4067928
542,-6.6721954,-0.48297748
543,2.1295986,-3.3997881
544,13.116001,-8.482481
545,13.111886,-8.379013
546,0.37925422,1.2866089
547,0.74633723,-0.76930887
548,9.105889,19.041979
549,-3.081141,3.1496265
550,11.069343,-4.0563946
551,1.0395766,2.7761073
552,9.117751,15.378582
553,-0.37934688,-2.8837173
554,11.871553,5.8103237
555,-2.035187,10.582654
556,13.120608,-8.499944
557,-0.10217149,-5.595578
558,1.4203757,-0.5729285
559,1.0716326,-1.5705887
560,-0.8874909,-1.65743
561,13.161656,-8.254806
562,13.182811,12.534815
563,1.7244526,13.855245
564,1.800311,16.401014
565,5.5557323,19.700617
566,-4.751269,3.5891438
567,13.109559,-8.42688
568,-1.8414254,3.1586604
569,-7.647329,-0.5090465
570,-0.71377474,11.354267
571,13.191198,-8.194497
572,-1.0604922,2.3193443
573,-4.925965,-4.0961423
574,-0.6816499,0.62859243
575,-0.6990931,-1.3494979
576,-0.4103584,-2.7265406
577,-2.1816235,2.5217319
578,-0.7071024,-1.3557185
579,-0.38892394,-2.3321562
580,12.748859,11.102038
581,13.250032,-8.60676
582,4.3825874,18.64447
583,-5.6369514,0.47579575
584,1.5130718,-3.1687021
585,0.7678721,2.1498406
586,-2.535779,2.3932753
587,-3.5611868,2.8275843
588,0.6712691,1.8546594
589,11.883253,5.7684336
590,0.49218133,0.68660605
591,18.15298,3.8811293
592,1.2060792,-3.1057322
593,13.324372,-8.089854
594,13.361601,-8.037982
595,-3.4069986,-1.6636193
596,1.5246001,-0.1442329
597,-0.6778426,-4.171924
598,13.389664,-7.977448
599,-0.5653626,-1.9658674
600,-5.057788,-4.3218656
601,13.310575,-8.106673
602,3.1434445,-5.021543
603,12.798998,12.237398
604,-0.09187218,-4.3502274
605,1.6495026,15.003287
606,11.693128,5.6561213
607,13.558704,-7.2499804
608,-8.818089,1.6299934
609,10.48043,15.103645
610,13.262552,-8.621558
611,13.247647,-8.601027
612,-4.1545653,13.370295
613,0.80771685,2.018475
614,0.502133,-0.05138284
615,-4.8227825,-3.5063934
616,13.26248,-8.620143
617,-5.8158607,2.2025785
618,-0.40106273,1.2408834
619,-5.065504,3.8934295
620,-5.0032086,4.3234487
621,13.336122,-8.061162
622,13.573459,-7.3005524
623,-7.757183,-0.61292934
624,11.019284,-4.098833
625,-8.0741825,3.7488048
626,0.85570824,-1.3217137
627,-1.6288013,0.55593115
628,-4.064292,-2.3466833
629,13.110499,10.348913
630,1.7022442,16.536957
631,-6.1338487,-0.21176669
632,14.337195,-0.15157704
633,1.7313552,14.033736
634,-0.17240849,-4.4206133
635,14.03752,-7.789539
636,0.3152748,0.12068166
637,13.247436,-8.592999
638,2.7217193,18.187975
639,2.5356476,-3.8028934
640,14.401245,-6.1557164
641,-0.19099204,-4.809321
642,-4.5101967,3.478468
643,-2.0698555,12.111401
644,1.9849231,-2.951028
645,13.395632,-7.9782305
646,-3.2152941,1.9607683
647,-5.0624733,3.7880883
648,-2.082992,-0.05927076
649,-3.8610072,10.0251665
650,10.977546,17.206894
651,-6.435917,3.9250197
652,13.251041,-8.605563
653,-4.469384,10.972786
654,1.701977,15.543698
655,13.579187,-6.831707
656,13.597161,-6.817681
657,9.831055,8.713234
658,13.578922,-6.8124585
659,13.413422,-7.9476933
660,-4.6066594,2.2177198
661,0.18474807,2.085218
662,-0.7277053,0.5221472
663,0.37273732,1.0390464
664,1.4299052,2.6130965
665,1.1522447,2.4983323
666,1.0191548,2.3856347
667,-1.2814226,2.7016063
668,11.118243,-4.0428743
669,-4.9831247,3.7921677
670,-8.067531,3.7628763
671,-0.06625649,1.119798
672,-0.6827185,0.77887243
673,13.612286,-7.7606344
674,1.7252682,16.42715
675,13.250688,-8.597364
676,-3.400885,2.328596
677,1.176155,-0.05532512
678,-0.9928122,-0.9651036
679,13.606151,-7.729606
680,15.816015,0.32656163
681,13.615624,-7.633584
682,-6.568184,-0.8317134
683,11.84552,17.186596
684,14.17733,4.848977
685,-7.4306316,1.4964701
686,-0.41069946,-3.485429
687,-1.637506,9.507648
688,-4.0624747,3.8946013
689,4.247403,18.55079
690,0.64438665,-1.0745715
691,-1.5755992,3.1175244
692,1.509082,-3.1278698
693,-5.1400156,9.518317
694,15.979776,0.08711302
695,13.379725,-8.034279
696,13.618257,-7.5919137
697,-0.9971275,-1.1930233
698,-2.417802,13.906302
699,-2.038962,3.0717747
700,0.51793635,2.846692
701,11.072011,-4.0560293
702,13.600566,-6.77886
703,13.260059,-8.583147
704,0.49865282,0.7510168
705,1.2740103,-0.68613386
706,13.271078,-8.564531
707,-2.6661847,-0.6087053
708,-4.674018,2.6272206
709,-0.26330942,-5.2356224
710,13.64447,-7.3029227
711,13.678116,-7.5784297
712,0.62760377,2.6640584
713,2.3400779,2.0404012
714,8.927967,15.268088
715,14.09656,-7.7900047
716,-0.95177627,-1.6625986
717,1.2443197,-0.045890126
718,-0.9885844,-1.5912868
719,-1.8081108,3.6273863
720,-3.8770235,3.4318905
721,5.50319,19.913557
722,-5.0357356,4.5050335
723,11.025402,8.05438
724,4.1336694,18.315638
725,0.7538485,2.1499207
726,-1.3945576,2.8548172
727,-0.5165343,-2.5977836
728,1.5574465,2.5993967
729,0.9512677,3.0488594
730,13.818862,-7.774151
731,13.714822,-7.648393
732,-1.413177,12.029095
733,14.3321495,-8.140006
734,13.761585,-7.732047
735,-0.65008014,2.4543595
736,-0.09509718,-4.858114
737,3.3106966,-5.094267
738,2.106321,-3.3149652
739,2.3621159,2.0140011
740,7.695636,19.820644
741,14.36925,-8.123534
742,-0.3842617,1.4232528
743,11.155937,-4.039605
744,0.3672238,2.553711
745,1.5451155,-3.2378588
746,14.305755,-8.079503
747,2.4076087,18.600943
748,-0.8903334,-1.598119
749,-1.5225652,3.1697674
750,11.148841,-4.025825
751,-0.9144875,-1.0898602
752,-3.5729458,3.7310436
753,0.73643744,-1.1491251
754,-0.6441944,-1.2420281
755,1.8960999,17.855705
756,10.217918,8.323536
757,-3.9596748,1.3797762
758,1.1131293,2.8391027
759,14.332716,-8.118818
760,0.42936873,2.5554595
761,0.36501417,2.7226493
762,-0.5091587,11.2013
763,-3.4006147,2.3253222
764,13.691426,-7.4110866
765,-3.3045125,9.32826
766,1.5480126,2.6027126
767,11.558214,16.694973
768,14.36365,-8.099719
769,-1.0762557,1.5419879
770,-0.6767752,-1.5288702
771,14.386969,-8.090881
772,14.705333,0.2179946
773,12.040976,14.625379
774,-2.910979,-0.9320067
775,9.166893,19.044903
776,1.2941804,2.3966944
777,14.37047,-8.10572
778,-0.54464835,-3.670777
779,10.086221,7.545859
780,14.0631075,-7.876876
781,-1.0349513,2.4097965
782,-8.017911,3.9611692
783,5.0251317,18.991745
784,14.431575,-8.046488
785,14.38402,-1.3049711
786,10.133896,7.9300365
787,14.093766,-7.8104935
788,0.32702583,0.24053119
789,-3.9306207,1.3568109
790,-6.605651,9.469191
791,-3.200441,-1.506954
792,-2.9284256,3.088405
793,14.438109,-8.047918
794,0.44877544,12.667267
795,12.826671,15.096928
796,14.271188,-7.992261
797,-0.35382447,1.3991966
798,-5.651167,0.50939465
799,1.794185,-3.1249652
800,1.4302871,15.803291
801,13.980205,-7.7251887
802,-2.1391652,2.5604587
803,1.6598177,-2.4605193
804,-4.0928617,1.8931524
805,1.0357594,-1.7510135
806,14.140451,-7.8675594
807,1.4064763,-2.6128807
808,-3.2714624,9.3224535
809,2.3548958,1.5213333
810,-5.93598,2.4570103
811,0.757786,2.1878994
812,-0.38206065,-2.2187839
813,-4.7245946,0.63693786
814,1.5518479,0.06777809
815,-2.5453284,10.211861
816,10.608054,16.757267
817,2.049779,15.963004
818,-0.49996847,-4.5822196
819,-4.91557,-3.5175264
820,14.430265,-8.059553
821,13.005712,-0.18784496
822,-1.8355013,3.2135205
823,-1.4107571,2.9554725
824,13.633575,-6.72242
825,1.4891067,-2.2899883
826,13.688784,-7.355933
827,13.711813,-7.4522743
828,13.675401,-7.13965
829,13.764178,-7.530008
830,14.439347,-8.044177
831,-5.616846,0.42634064
832,0.6863772,-0.93221384
833,-0.739029,-0.34616962
834,0.734469,-1.2106692
835,-7.980453,3.7224698
836,-0.52796584,-4.6544423
837,0.20270342,12.475332
838,2.5286226,-3.8315518
839,12.09596,15.1783695
840,0.35659212,0.5647638
841,14.378615,4.7891364
842,-4.492531,1.4371437
843,-4.753231,2.522503
844,8.072245,20.133102
845,14.306957,-7.887169
846,0.5053293,1.8349532
847,-2.0491261,2.5391564
848,-4.665412,2.1731026
849,-2.9253476,13.638763
850,0.97422904,-1.2711524
851,-0.14582132,-5.749927
852,0.96693474,12.885214
853,10.994523,8.165079
854,-5.237988,11.4599495
855,14.514208,-7.9955287
856,3.5512104,18.876944
857,2.7187498,-4.3860793
858,-6.323724,-0.3270354
859,13.830901,-7.5583816
860,14.451504,-7.9475155
861,-5.19424,3.0096395
862,2.2031298,15.907144
863,-0.8762664,10.370071
864,-4.019326,10.516229
865,17.754469,3.731492
866,-2.3358886,12.789569
867,-6.0925827,3.624699
868,-0.8943172,2.2490857
869,14.467954,-7.956257
870,9.015471,19.01358
871,1.1381245,-0.86134547
872,14.477857,-7.954459
873,-0.21444744,1.275047
874,-3.5369115,3.2852724
875,-7.8645935,-0.7028984
876,-5.810473,2.3565457
877,-0.62149125,-1.9277261
878,14.468845,-7.9572015
879,-7.458854,9.319126
880,14.306393,-7.885077
881,1.8743925,16.184288
882,14.321679,-7.8053
883,-1.6755564,0.5031663
884,14.491525,-7.8943744
885,-2.981526,11.069602
886,1.4674315,-2.2028196
887,1.3528383,-2.1872966
888,10.415802,8.110244
889,-8.952608,1.3881245
890,1.3449864,-0.5937765
891,14.842473,4.82438
892,-3.8555825,9.370435
893,-1.1043577,1.6002833
894,-3.4254012,-1.5664502
895,1.0240668,0.013612577
896,-3.6731176,9.30663
897,0.0072074328,12.2487135
898,-4.088172,1.2040701
899,8.239797,19.871115
900,0.4270029,1.7826098
901,-0.8193523,-3.1827893
902,-4.551956,2.1329381
903,1.7350727,16.320946
904,0.91910267,-1.4047977
905,-0.30426052,-3.0594354
906,14.07595,-7.6978273
907,1.3727713,-2.0181503
908,14.483793,-7.884986
909,9.820503,15.443499
910,-0.37637913,-2.29963
911,14.350155,-7.8178067
912,14.01596,-7.64785
913,-0.8525544,-0.9042145
914,-2.9218576,-1.3008294
915,0.53352726,-0.71022135
916,0.6758993,-1.073861
917,-2.7498624,10.4047
918,-3.8907783,10.015839
919,14.031751,-7.653511
920,-5.745181,0.43011132
921,14.507742,-7.9171476
922,0.7521125,-0.7244439
923,11.943489,6.1687894
924,13.4981,9.852063
925,14.461861,-7.8670163
926,14.033537,-7.6524076
927,-1.9330071,12.841715
928,1.0657941,-1.0348324
929,1.1927156,-1.7550141
930,0.8170607,-0.73951167
931,-1.5259279,2.744942
932,1.5887309,16.105705
933,14.157358,-7.7522135
934,1.7193102,0.299368
935,-2.5332623,-0.5424613
936,-2.9102693,2.1833389
937,11.025087,17.896217
938,-0.5587602,-4.6089473
939,10.2201,6.54226
940,14.1281805,-7.7221246
941,10.598468,16.832747
942,-1.1330024,12.856121
943,15.738914,0.70454556
944,-2.4683886,13.931986
945,14.466727,-7.853869
946,11.968468,14.681846
947,0.38084093,2.4715312
948,-0.09709782,-4.240048
949,1.6362749,0.13807036
950,-4.015847,10.428868
951,14.031779,-7.6460366
952,14.394359,-7.7867994
953,1.2704786,-2.0300262
954,2.4222183,1.6099449
955,12.305487,16.252342
956,0.2823793,0.20974101
957,0.5852614,2.00523
958,3.1782203,-4.958361
959,-5.775228,2.0813668
960,14.448387,-7.802822
961,14.395601,-7.777912
962,-5.2211437,0.404831
963,-5.4609547,9.542417
964,14.440748,-7.8306823
965,9.408061,15.375618
966,14.354554,-7.754509
967,11.174446,-4.047285
968,-8.528541,1.1971681
969,11.187167,-4.0387273
970,11.177117,-4.0424194
971,7.9767365,15.066599
972,14.469127,-7.83214
973,-0.38725463,1.288647
974,-0.5064901,2.3307004
975,14.450013,-7.8277946
976,11.204201,-4.046381
977,11.183337,-4.0428414
978,-2.9374454,-1.051124
979,14.413589,-7.7914643
980,14.075626,-7.671508
981,-4.487364,10.841235
982,-1.0008239,-0.90095115
983,-0.31877548,10.626518
984,15.827619,0.81792176
985,1.0005742,3.056707
986,-0.63573414,0.5123588
987,14.443113,-6.199214
988,14.580024,-6.1218686
989,14.578474,-6.118054
990,14.594268,-6.1206784
991,14.5044985,-6.1519885
992,14.609071,-6.104736
993,-4.871337,9.434038
994,15.074761,0.27351817
995,2.0061796,1.1726493
996,11.967439,-4.034222
